id,z_j,a_j,epsilon_j,l_j_target,l_j_model
163575984,1.4388079999200785,0.7809391822017842,4.994666117615253,0.0005028277027692082,0.0005028276890348522
163576098,0.7591484574754924,0.7053148466103047,4.991944464008302,0.000145111350463597,0.00014511134575404222
16357624x,4.140466290295813,1.019311982695878,4.963632412532028,0.00340955428879971,0.0034095542134031684
16357640x,1.7201453928759478,0.21031625017222594,4.978459895637803,0.00033971804527136665,0.0003397180351510348
163576776,2.013103843099637,-1.5948788262552462,4.856736951647064,8.774174679194238e-5,8.774174411195254e-5
163576880,1.419739174214627,0.6618036564854879,4.9888536384693705,0.00033409357432316524,0.00033409356556312724
163576944,6.3274202870333225,-0.09015665632255937,4.979822644140559,0.0015135451321610061,0.0015135450891997815
16357720x,1.0646501309734506,-0.5346150068877575,4.938051463036095,0.0001074273951106474,0.00010742739184014634
163577402,4.546458459188955,0.5112396199853613,4.963397420968952,0.0023420297028310774,0.0023420296361039727
163577867,2.285320977311636,-0.42834280697136046,4.986549606569086,0.0002564758752379854,0.0002564758673644497
163578050,0.7208616453589529,0.464066095213056,4.9988210825015145,9.674090030906468e-5,9.674089760473003e-5
163579002,0.6061851858485549,-0.020051626409530256,4.996407516667214,3.374682568920861e-5,3.3746824546583875e-5
163580118,0.5434575906105001,-0.53941859427809,4.997609956396648,2.4747672172086314e-5,2.474767141686194e-5
163580986,1.5352575115974234,0.07051562018827504,4.99788583344629,0.0001631096574978416,0.00016310965338075744
163581057,0.3588834408440032,-0.19506225281290548,4.998473539836793,1.6873412844604303e-5,1.6873412320821833e-5
163582121,0.29686891327563447,-0.6744510057745693,4.999468314306198,7.874259327482009e-6,7.874259081581871e-6
163582594,1.1100157041740086,-0.8926156373316341,4.996341450340197,4.499576758561148e-5,4.4995766207971214e-5
163584856,1.2653097474114403,-0.5466929610460487,4.997735569149106,7.311812232661866e-5,7.311812009332313e-5
163585330,1.5590686224149557,-0.6250301140323357,4.989306780806307,0.00010461515963654668,0.00010461515647415671
163587264,0.2018962751062302,-0.5196120919664523,4.999109138777251,4.499576758561148e-6,4.49957661690116e-6
163587483,1.8117476067748495,-0.1969360561116679,4.970940709075502,0.00039540030765856086,0.0003954002953370993
16358790x,2.2058784283459905,0.37519519736615503,4.99258095974465,0.0003700901883916544,0.0003700901785380354
163588160,0.05827083094342779,0.34266713578902425,4.998502036094771,3.3746825689208607e-6,3.3746824819342417e-6
163588187,3.9687438904089047,-0.0345990098493086,4.945120200597122,0.00047020577126963997,0.000470205757853678
163589614,0.7203984201220955,-0.31010550635695766,4.993728873770472,6.749365137841721e-5,6.749364927052424e-5
163591415,1.6668652136329625,-0.9745289713618599,4.998344814020522,5.399492110273377e-5,5.3994919465713404e-5
163592047,0.46751512693235536,-2.0405857942429844,4.999747906365614,2.249788379280574e-6,2.2497883093282866e-6
163592661,1.1551874984955628,0.5147803745567304,4.998759469121243,0.00016873412844604306,0.0001687341249030236
163593461,0.3653484596688371,-0.5638818374614262,4.999538509053898,8.999153517122296e-6,8.999153244777566e-6
163594309,0.6445075633701933,-0.25844814587673487,4.997236349248352,4.837045015453234e-5,4.837044865906096e-5
163595344,1.047122541756299,-0.20486275981017213,4.994709585577,0.00011586410153294956,0.00011586409785325703
163598908,0.0662604124329196,-0.2683972084365422,4.999946665316697,1.124894189640287e-6,1.1248941546086455e-6
163604239,2.217667024369249,-0.4352282377066888,4.9982123816246276,0.00011023963058474813,0.00011023962840883147
163604423,0.8940459529352537,-0.30369929002697005,4.994920174225735,8.774174679194238e-5,8.774174407189604e-5
163607085,1.265760416753826,-0.34432290914253294,4.997793569621583,8.324217003338124e-5,8.324216752109311e-5
163608096,0.6885875071230475,0.5337946743621321,4.986066017533063,0.0002210417082643164,0.00022104170139283026
163608723,0.8508609474920816,-1.1997358303209644,4.999144753725893,1.6873412844604303e-5,1.6873412325151564e-5
163611420,0.36345749610168043,-0.8301405133054542,4.998557166163018,8.999153517122296e-6,8.999153233750072e-6
163615667,10.113428321142806,-0.41728355348658874,4.000534411024995,0.004421959059475968,0.004421958917874307
163617398,0.06626038695646592,-0.03283591675739529,4.999958205473067,1.124894189640287e-6,1.124894155139313e-6
163618710,0.1656094535421945,0.28245625158492604,4.9987893210692125,1.3498730275683443e-5,1.349872985816671e-5
163619107,0.8621978774650717,-0.21267688700578535,4.991009091012952,7.705525199035966e-5,7.705524962370136e-5
